"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.246342979563425,0.512854409603577,0.342953763572305,0.395879420030082,0.321302696337119,0.432428160758582,0.30709308630973
"hera14",0.246342979563425,0,0.52069176059594,0.322847809757794,0.395102181148125,0.26310823111738,0.41606805045148,0.240516596463985
"hera17",0.512854409603577,0.52069176059594,0,0.428790373153399,0.24247790754357,0.42748966927367,0.236428868750615,0.487025704820357
"hera24",0.342953763572305,0.322847809757794,0.428790373153399,0,0.340300603584623,0.284486621028146,0.360212899806634,0.361807472600736
"hera44",0.395879420030082,0.395102181148125,0.24247790754357,0.340300603584623,0,0.30121723735062,0.156996097110447,0.364145199103496
"hera45",0.321302696337119,0.26310823111738,0.42748966927367,0.284486621028146,0.30121723735062,0,0.320537674671475,0.279986596549928
"hera58",0.432428160758582,0.41606805045148,0.236428868750615,0.360212899806634,0.156996097110447,0.320537674671475,0,0.39095249256655
"hera67",0.30709308630973,0.240516596463985,0.487025704820357,0.361807472600736,0.364145199103496,0.279986596549928,0.39095249256655,0
