"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus gnavus"	0.00542857142857143	0.000428571428571429	0.000714285714285714	0.000857142857142857	0.000571428571428571	0.00171428571428571	0.00128571428571429	0.000142857142857143	0.002
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0	0.00342857142857143	0	0	0	0	0.00785714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00671428571428571	0.000571428571428571	0.000142857142857143	0.000428571428571429	0.000857142857142857	0.000142857142857143	0.000428571428571429	0.000428571428571429	0.000714285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0	0	0	0.00185714285714286	0.00314285714285714	0.003	0.000857142857142857	0.00142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.00171428571428571	0.000285714285714286	0	0.000714285714285714	0.00357142857142857	0	0	0.00314285714285714	0.000714285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.00142857142857143	0.000142857142857143	0.000714285714285714	0.00157142857142857	0	0.000857142857142857	0.000428571428571429	0.000428571428571429	0.00442857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oryzae"	0.00185714285714286	0	0.000571428571428571	0.00142857142857143	0.00228571428571429	0	0	0.00185714285714286	0.002
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0.00671428571428571	0.000285714285714286	0	0.000714285714285714	0	0.000857142857142857	0	0.000285714285714286	0.000285714285714286
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0	0.00371428571428571	0	0	0	0	0.00528571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0.00142857142857143	0.000428571428571429	0.00157142857142857	0.000285714285714286	0.00142857142857143	0.000571428571428571	0.000714285714285714	0.00157142857142857	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.00328571428571429	0.001	0.000571428571428571	0.000571428571428571	0.00142857142857143	0.000428571428571429	0.000428571428571429	0.000571428571428571	0.000428571428571429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0	0.004	0	0	0	0	0.00457142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei"	0.000428571428571429	0.000428571428571429	0.00242857142857143	0.000714285714285714	0.000142857142857143	0.00128571428571429	0.001	0.000142857142857143	0.00185714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0.00557142857142857	0	0.000142857142857143	0.000571428571428571	0.000428571428571429	0	0	0.000142857142857143	0.00128571428571429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium cebidarum"	0	0	0	0.00428571428571429	0	0	0	0	0.00357142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0.00571428571428571	0.000285714285714286	0.000285714285714286	0.000285714285714286	0	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000714285714285714
