"Taxa"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"k__Bacteria|p__Firmicutes"	0.298	0.732	0.726428571428571	0.420428571428571	0.618857142857143	0.383571428571429
"k__Bacteria|p__Proteobacteria"	0.575285714285714	0.134285714285714	0.116	0.512714285714286	0.0362857142857143	0.166
"k__Bacteria|p__Bacteroidota"	0.0797142857142857	0.0842857142857143	0.148714285714286	0.0431428571428571	0.314285714285714	0.392142857142857
"k__Bacteria|p__Fusobacteria"	0.0458571428571429	0.0461428571428571	0.001	0.00314285714285714	0.0281428571428571	0.00585714285714286
"k__Bacteria|p__Actinobacteria"	0.000714285714285714	0.00271428571428571	0.00785714285714286	0.0204285714285714	0.00171428571428571	0.0507142857142857
"k__Bacteria|p__Tenericutes"	0.000428571428571429	0.000571428571428571	0	0	0.000714285714285714	0.00171428571428571
"k__Bacteria|p__Aquificae"	0	0	0	0.000142857142857143	0	0
