"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.328855184929756,0.380575949871891,0.231969436259204,0.454181846864155,0.421766107134979
"kubo15",0.328855184929756,0,0.140659509513356,0.348169258148103,0.296497114612021,0.394178743020609
"kubo21",0.380575949871891,0.140659509513356,0,0.338561249344117,0.219652498599884,0.326005092987002
"kubo30",0.231969436259204,0.348169258148103,0.338561249344117,0,0.43679191429959,0.422929147602313
"kubo48",0.454181846864155,0.296497114612021,0.219652498599884,0.43679191429959,0,0.191214240136308
"kubo58",0.421766107134979,0.394178743020609,0.326005092987002,0.422929147602313,0.191214240136308,0
