"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.888062686646584,0.809134125863883,0.837926486518201,0.877860679328099,0.841996248964223,0.834727075399826
"charles46",0.888062686646584,0,0.810559032398862,0.737412051814349,0.752712134371393,0.757311769623203,0.775569427077
"charles49",0.809134125863883,0.810559032398862,0,0.689848605803585,0.779426902621068,0.789034468676058,0.839552211877116
"charles50",0.837926486518201,0.737412051814349,0.689848605803585,0,0.641480786783602,0.703014645854145,0.845978933772037
"charles51",0.877860679328099,0.752712134371393,0.779426902621068,0.641480786783602,0,0.678850840466842,0.822605797344107
"charles55",0.841996248964223,0.757311769623203,0.789034468676058,0.703014645854145,0.678850840466842,0,0.76978034036067
"charles57",0.834727075399826,0.775569427077,0.839552211877116,0.845978933772037,0.822605797344107,0.76978034036067,0
