"","iris16","iris17","iris22","iris36","iris44","iris46","iris59","iris60"
"iris16",0,0.282426633694255,0.304771841146166,0.366634587974418,0.241952531287282,0.279145839063474,0.291979133038196,0.301021200674089
"iris17",0.282426633694255,0,0.258445610502045,0.44368389491899,0.286636594582562,0.333497313412414,0.232022144653756,0.318560148609157
"iris22",0.304771841146166,0.258445610502045,0,0.442115905732522,0.303258228555346,0.33105217754921,0.241732067400756,0.347097321597858
"iris36",0.366634587974418,0.44368389491899,0.442115905732522,0,0.429256956531394,0.412989353781702,0.366556637755229,0.461464115177824
"iris44",0.241952531287282,0.286636594582562,0.303258228555346,0.429256956531394,0,0.195088233083294,0.257422922517148,0.189378718855907
"iris46",0.279145839063474,0.333497313412414,0.33105217754921,0.412989353781702,0.195088233083294,0,0.233189875537549,0.176514891237294
"iris59",0.291979133038196,0.232022144653756,0.241732067400756,0.366556637755229,0.257422922517148,0.233189875537549,0,0.2935780736123
"iris60",0.301021200674089,0.318560148609157,0.347097321597858,0.461464115177824,0.189378718855907,0.176514891237294,0.2935780736123,0
