"","ophelia19","ophelia37","ophelia43","ophelia45","ophelia48","ophelia49","ophelia55","ophelia57","ophelia59"
"ophelia19",0,0.468545122355054,0.220704539015138,0.18870329957465,0.199639208298022,0.218256616125464,0.255033656861881,0.210054862961722,0.260860411543826
"ophelia37",0.468545122355054,0,0.369534232977307,0.375583716029478,0.45655009758553,0.449727394967105,0.260911115499821,0.480221568362608,0.259815994161052
"ophelia43",0.220704539015138,0.369534232977307,0,0.0656353402051464,0.308749087597405,0.313594731753521,0.151322284195491,0.335688098859812,0.315334891212176
"ophelia45",0.18870329957465,0.375583716029478,0.0656353402051464,0,0.27718694911164,0.284699542739036,0.139427356079031,0.298286995711273,0.279605797694888
"ophelia48",0.199639208298022,0.45655009758553,0.308749087597405,0.27718694911164,0,0.0407228930423736,0.278754762070973,0.0977297687739514,0.241262528801352
"ophelia49",0.218256616125464,0.449727394967105,0.313594731753521,0.284699542739036,0.0407228930423736,0,0.291950891111113,0.100653112611635,0.232839058083447
"ophelia55",0.255033656861881,0.260911115499821,0.151322284195491,0.139427356079031,0.278754762070973,0.291950891111113,0,0.306636095954785,0.188610291137077
"ophelia57",0.210054862961722,0.480221568362608,0.335688098859812,0.298286995711273,0.0977297687739514,0.100653112611635,0.306636095954785,0,0.250228045739316
"ophelia59",0.260860411543826,0.259815994161052,0.315334891212176,0.279605797694888,0.241262528801352,0.232839058083447,0.188610291137077,0.250228045739316,0
