"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.239115483558588,0.447075122547729,0.0895560990180573,0.321495028603181
"korra29",0.239115483558588,0,0.58390366706523,0.297743684696079,0.297691581609947
"korra44",0.447075122547729,0.58390366706523,0,0.385691800074062,0.301009520181816
"korra48",0.0895560990180573,0.297743684696079,0.385691800074062,0,0.309470148796016
"korra58",0.321495028603181,0.297691581609947,0.301009520181816,0.309470148796016,0
