"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"k__Bacteria|p__Firmicutes|c__Negativicutes"	0.589	0.434285714285714	0.510142857142857	0.551428571428571	0.701571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia"	0.167857142857143	0.161285714285714	0.127285714285714	0.117571428571429	0.151428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia"	0.143285714285714	0.165428571428571	0.186714285714286	0.146142857142857	0.0342857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria"	0.0651428571428571	0.221142857142857	0.145428571428571	0.154	0.0804285714285714
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria"	0.0317142857142857	0.0158571428571429	0.025	0.0295714285714286	0.0108571428571429
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia"	0.002	0	0.00242857142857143	0.00114285714285714	0.0204285714285714
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia"	0.000428571428571429	0.00142857142857143	0.003	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli"	0.000571428571428571	0.000428571428571429	0	0	0.000428571428571429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia"	0	0.000142857142857143	0	0.000142857142857143	0.000428571428571429
