"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii"	0.001	0.000857142857142857	0.000857142857142857	0.000285714285714286	0.000571428571428571	0.000428571428571429	0.00228571428571429	0.0107142857142857	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.00657142857142857	0.003	0.000142857142857143	0.000857142857142857	0.000428571428571429	0.000714285714285714	0.000285714285714286	0.00157142857142857	0.00171428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000285714285714286	0.00214285714285714	0.000714285714285714	0.00257142857142857	0.000428571428571429	0.00185714285714286	0.00357142857142857	0.002	0.00142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum"	0.00357142857142857	0.00328571428571429	0.00185714285714286	0.000285714285714286	0.000571428571428571	0.000285714285714286	0.000142857142857143	0.00371428571428571	0.00114285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.000142857142857143	0.000714285714285714	0.005	0.000714285714285714	0.000428571428571429	0.001	0.000714285714285714	0.00585714285714286	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00428571428571429	0.00371428571428571	0	0.00114285714285714	0.000428571428571429	0.00128571428571429	0.000285714285714286	0.00114285714285714	0.00214285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus gnavus"	0.00414285714285714	0.00157142857142857	0.000857142857142857	0.000714285714285714	0.000285714285714286	0.000428571428571429	0.000142857142857143	0.00442857142857143	0.000714285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris"	0.001	0.002	0	0.00214285714285714	0.000857142857142857	0.003	0.00285714285714286	0	0.000857142857142857
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei"	0.000857142857142857	0.000571428571428571	0.004	0.00142857142857143	0.000714285714285714	0.00257142857142857	0.00128571428571429	0.000142857142857143	0.000714285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.000285714285714286	0.000428571428571429	0	0.000714285714285714	0	0	0	0	0.0102857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.000285714285714286	0.000714285714285714	0.00157142857142857	0.001	0.000285714285714286	0.00142857142857143	0.00114285714285714	0.00285714285714286	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	0.00242857142857143	0.000428571428571429	0.00357142857142857	0.000142857142857143	0.00128571428571429	0.000857142857142857	0.000571428571428571	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.00157142857142857	0.00114285714285714	0	0.002	0.001	0.002	0.00157142857142857	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.001	0.00157142857142857	0.00114285714285714	0.00185714285714286	0.000714285714285714	0.000571428571428571	0.000857142857142857	0.000857142857142857	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.000142857142857143	0.000142857142857143	0.00214285714285714	0.000571428571428571	0.000428571428571429	0.000285714285714286	0.000571428571428571	0.00385714285714286	0.000428571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0	0	0	0.000428571428571429	0	0	0	0	0.008
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella maculosa"	0.000142857142857143	0.00157142857142857	0	0.00157142857142857	0.000857142857142857	0.00128571428571429	0.00185714285714286	0	0.001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.000285714285714286	0.00128571428571429	0.000285714285714286	0.000428571428571429	0.000714285714285714	0.001	0.00171428571428571	0.00171428571428571	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0.00142857142857143	0.00214285714285714	0	0.000714285714285714	0.000142857142857143	0.00114285714285714	0.000285714285714286	0.000857142857142857	0.00128571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.000285714285714286	0.00142857142857143	0.002	0.000428571428571429	0.000428571428571429	0.000142857142857143	0.000857142857142857	0.00214285714285714	0.000285714285714286
