"Taxa"	"grogu22"	"grogu36"	"grogu37"	"grogu41"	"grogu45"	"grogu50"	"grogu56"	"grogu70"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria"	0.803428571428571	0.752428571428571	0.894714285714286	0.738	0.205857142857143	0.667285714285714	0.786285714285714	0.746714285714286
"k__Bacteria|p__Firmicutes|c__Negativicutes"	0.128285714285714	0.0675714285714286	0.0512857142857143	0.0722857142857143	0.605571428571429	0.254142857142857	0.116142857142857	0.132
"k__Bacteria|p__Bacteroidota|c__Bacteroidia"	0.0435714285714286	0.141857142857143	0.0237142857142857	0.124857142857143	0.0778571428571429	0.0237142857142857	0.0567142857142857	0.0757142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia"	0.0234285714285714	0.0178571428571429	0.0277142857142857	0.0218571428571429	0.0648571428571429	0.0528571428571429	0.036	0.0245714285714286
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria"	0.00114285714285714	0.0102857142857143	0.00228571428571429	0.0227142857142857	0.008	0.00157142857142857	0.00157142857142857	0.0177142857142857
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia"	0.000142857142857143	0.002	0.000285714285714286	0.00242857142857143	0.0357142857142857	0.000285714285714286	0.00328571428571429	0.000714285714285714
"k__Bacteria|p__Actinobacteria|c__Actinomycetia"	0	0.008	0	0.0178571428571429	0.000285714285714286	0.000142857142857143	0	0.00228571428571429
"k__Bacteria|p__Firmicutes|c__Bacilli"	0	0	0	0	0.00185714285714286	0	0	0.000285714285714286
