"","ophelia19","ophelia37","ophelia43","ophelia45","ophelia48","ophelia49","ophelia55","ophelia57","ophelia59"
"ophelia19",0,0.73281692460602,0.672004296672382,0.713912611100713,0.713553840074243,0.717086194420567,0.710850492088676,0.631288055133952,0.734394252459508
"ophelia37",0.73281692460602,0,0.625663222870718,0.643342559369885,0.694480409020253,0.643321779570136,0.594634850534604,0.701768016291332,0.672774474589263
"ophelia43",0.672004296672382,0.625663222870718,0,0.611004729833462,0.669329685987396,0.631810075497704,0.611556292348755,0.633742968516217,0.73473724110628
"ophelia45",0.713912611100713,0.643342559369885,0.611004729833462,0,0.547896717034997,0.567944152373861,0.508720435425555,0.633927321209875,0.617643695273225
"ophelia48",0.713553840074243,0.694480409020253,0.669329685987396,0.547896717034997,0,0.490244008193243,0.568957876894668,0.640743416995789,0.629166903109096
"ophelia49",0.717086194420567,0.643321779570136,0.631810075497704,0.567944152373861,0.490244008193243,0,0.578771207139818,0.638397559020007,0.608950461493456
"ophelia55",0.710850492088676,0.594634850534604,0.611556292348755,0.508720435425555,0.568957876894668,0.578771207139818,0,0.644854763533667,0.602515499470987
"ophelia57",0.631288055133952,0.701768016291332,0.633742968516217,0.633927321209875,0.640743416995789,0.638397559020007,0.644854763533667,0,0.680454520861676
"ophelia59",0.734394252459508,0.672774474589263,0.73473724110628,0.617643695273225,0.629166903109096,0.608950461493456,0.602515499470987,0.680454520861676,0
