"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.179242973021095,0.263694052049195,0.19147131254785,0.188576356612166,0.185792862855694,0.21680997427891,0.248556568209213
"marshmallow37",0.179242973021095,0,0.133133834961636,0.205031295666142,0.253702516725262,0.251930144072231,0.21148548093262,0.202859414078762
"marshmallow41",0.263694052049195,0.133133834961636,0,0.239192412591336,0.284683956855984,0.327874067809814,0.24544299983044,0.172998745886927
"marshmallow44",0.19147131254785,0.205031295666142,0.239192412591336,0,0.0699113482659228,0.334249405436548,0.179236208997991,0.325483169395159
"marshmallow49",0.188576356612166,0.253702516725262,0.284683956855984,0.0699113482659228,0,0.335597236009098,0.2123943276876,0.365759673688837
"marshmallow53",0.185792862855694,0.251930144072231,0.327874067809814,0.334249405436548,0.335597236009098,0,0.356820130654016,0.282752082879899
"marshmallow60",0.21680997427891,0.21148548093262,0.24544299983044,0.179236208997991,0.2123943276876,0.356820130654016,0,0.343649951599715
"marshmallow70",0.248556568209213,0.202859414078762,0.172998745886927,0.325483169395159,0.365759673688837,0.282752082879899,0.343649951599715,0
