"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"k__Bacteria|p__Firmicutes"	0.309285714285714	0.682714285714286	0.716857142857143	0.591714285714286	0.632571428571429	0.514285714285714	0.765285714285714	0.665714285714286	0.365285714285714	0.0851428571428571
"k__Bacteria|p__Bacteroidota"	0.000285714285714286	0	0.224285714285714	0.16	0.286428571428571	0.378428571428571	0.116714285714286	0.259	0.567857142857143	0.740571428571429
"k__Bacteria|p__Proteobacteria"	0.690142857142857	0.316714285714286	0.0528571428571429	0.244	0.0528571428571429	0.0772857142857143	0.116285714285714	0.0681428571428571	0.0528571428571429	0.101285714285714
"k__Bacteria|p__Actinobacteria"	0.000285714285714286	0.000571428571428571	0.00571428571428571	0.00357142857142857	0.00457142857142857	0.00128571428571429	0.00142857142857143	0.00185714285714286	0.00842857142857143	0.062
"k__Bacteria|p__Fusobacteria"	0	0	0.000285714285714286	0.000714285714285714	0.0235714285714286	0.0287142857142857	0.000285714285714286	0.00528571428571429	0.00557142857142857	0.011
