"Taxa"	"hamlet11"	"hamlet17"	"hamlet22"	"hamlet25"	"hamlet31"	"hamlet41"	"hamlet59"	"hamlet67"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000285714285714286	0.00142857142857143	0	0.000428571428571429	0.000571428571428571	0.00271428571428571	0.000571428571428571	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0	0.00114285714285714	0.000142857142857143	0.00157142857142857	0.001	0.000285714285714286	0.00114285714285714	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.000142857142857143	0.000571428571428571	0.000571428571428571	0.000571428571428571	0.000428571428571429	0.00257142857142857	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella"	0	0.000714285714285714	0.000142857142857143	0.000571428571428571	0.000428571428571429	0.00114285714285714	0.002	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.000571428571428571	0.000428571428571429	0.000142857142857143	0.000428571428571429	0.000857142857142857	0.00142857142857143	0.000857142857142857	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000142857142857143	0.000714285714285714	0.000142857142857143	0.000857142857142857	0.000714285714285714	0.000285714285714286	0.001	0.000714285714285714
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.000142857142857143	0.00157142857142857	0	0.000714285714285714	0.000571428571428571	0.000142857142857143	0.000571428571428571	0.000714285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0.000571428571428571	0	0	0.003	0	0.000714285714285714	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.000285714285714286	0.001	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.001	0.000428571428571429	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000857142857142857	0.00142857142857143	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.000571428571428571	0	0.000428571428571429	0.000142857142857143	0.001	0.000714285714285714	0.000428571428571429	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0.000428571428571429	0.000142857142857143	0.000142857142857143	0.001	0.000428571428571429	0	0.00114285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000142857142857143	0.000285714285714286	0.000142857142857143	0.000142857142857143	0	0.000428571428571429	0.000285714285714286	0.00157142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0.000571428571428571	0	0.000285714285714286	0.000285714285714286	0.000142857142857143	0.00114285714285714	0.000571428571428571
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0.000571428571428571	0.000428571428571429	0.000857142857142857
