"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.223952283637163,0.250622380751416,0.309946872122052,0.286669217814055,0.28874905202568
"kubo15",0.223952283637163,0,0.200385831787581,0.343808980305562,0.22296020064506,0.286500360600709
"kubo21",0.250622380751416,0.200385831787581,0,0.27223571184973,0.290771285466644,0.329460166380487
"kubo30",0.309946872122052,0.343808980305562,0.27223571184973,0,0.349360371116985,0.364959618638689
"kubo48",0.286669217814055,0.22296020064506,0.290771285466644,0.349360371116985,0,0.29603889114792
"kubo58",0.28874905202568,0.286500360600709,0.329460166380487,0.364959618638689,0.29603889114792,0
