"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.325964514208897,0.482718307844059,0.388308646568577,0.385423811464836,0.366842027342533,0.3398612930018
"ivy29",0.325964514208897,0,0.424955807354379,0.480172123421213,0.330552991313149,0.266576031693596,0.20781098259065
"ivy36",0.482718307844059,0.424955807354379,0,0.441536915391319,0.483073768035304,0.408840857049233,0.461480465884365
"ivy44",0.388308646568577,0.480172123421213,0.441536915391319,0,0.457918230245438,0.461207014241014,0.461717985425771
"ivy46",0.385423811464836,0.330552991313149,0.483073768035304,0.457918230245438,0,0.298716386175009,0.334456358271431
"ivy47",0.366842027342533,0.266576031693596,0.408840857049233,0.461207014241014,0.298716386175009,0,0.2773778703357
"ivy70",0.3398612930018,0.20781098259065,0.461480465884365,0.461717985425771,0.334456358271431,0.2773778703357,0
