"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.270279014056254,0.403164710568696,0.195718753824263,0.36732951870654
"korra29",0.270279014056254,0,0.492817235932553,0.303636631082448,0.372624929252463
"korra44",0.403164710568696,0.492817235932553,0,0.318062472187943,0.327210669291844
"korra48",0.195718753824263,0.303636631082448,0.318062472187943,0,0.345782744913326
"korra58",0.36732951870654,0.372624929252463,0.327210669291844,0.345782744913326,0
