"","jarjarbinks14","jarjarbinks15","jarjarbinks21","jarjarbinks29","jarjarbinks32","jarjarbinks44","jarjarbinks49","jarjarbinks68"
"jarjarbinks14",0,0.21627261150538,0.381525132638647,0.360012438046845,0.368928141175267,0.346785023804164,0.406482130459225,0.319520252374755
"jarjarbinks15",0.21627261150538,0,0.387882364426839,0.36375234078974,0.42719855335185,0.391231449193779,0.45446984676804,0.367978010416398
"jarjarbinks21",0.381525132638647,0.387882364426839,0,0.19077540615713,0.31856351919178,0.443132962266358,0.312115578166125,0.30063988293027
"jarjarbinks29",0.360012438046845,0.36375234078974,0.19077540615713,0,0.313405790227668,0.447794497229585,0.386327707751202,0.318688769306844
"jarjarbinks32",0.368928141175267,0.42719855335185,0.31856351919178,0.313405790227668,0,0.463754998642359,0.21628945863028,0.244748263286328
"jarjarbinks44",0.346785023804164,0.391231449193779,0.443132962266358,0.447794497229585,0.463754998642359,0,0.468594595754631,0.433673502337363
"jarjarbinks49",0.406482130459225,0.45446984676804,0.312115578166125,0.386327707751202,0.21628945863028,0.468594595754631,0,0.237005651124903
"jarjarbinks68",0.319520252374755,0.367978010416398,0.30063988293027,0.318688769306844,0.244748263286328,0.433673502337363,0.237005651124903,0
