"","wolverine14","wolverine17","wolverine37","wolverine44","wolverine49","wolverine57","wolverine58","wolverine60","wolverine70"
"wolverine14",0,0.173633767213762,0.140020517295813,0.234338494242735,0.155320262708666,0.354431858922403,0.252985234392074,0.180003974794977,0.267830540002816
"wolverine17",0.173633767213762,0,0.149775842795344,0.212091366322635,0.166268761319486,0.365633316449559,0.211102423932757,0.168541108385885,0.254707869348345
"wolverine37",0.140020517295813,0.149775842795344,0,0.241753443857644,0.166961380937737,0.327197115950536,0.190632930739749,0.117588553355483,0.277617415177129
"wolverine44",0.234338494242735,0.212091366322635,0.241753443857644,0,0.119294069110591,0.270893919738157,0.240894387807669,0.163361124547398,0.129151211537384
"wolverine49",0.155320262708666,0.166268761319486,0.166961380937737,0.119294069110591,0,0.282659586640669,0.216105510691638,0.119252386843658,0.193994497127951
"wolverine57",0.354431858922403,0.365633316449559,0.327197115950536,0.270893919738157,0.282659586640669,0,0.199481788054105,0.289957681622743,0.348441723846231
"wolverine58",0.252985234392074,0.211102423932757,0.190632930739749,0.240894387807669,0.216105510691638,0.199481788054105,0,0.159454491838592,0.363372258266192
"wolverine60",0.180003974794977,0.168541108385885,0.117588553355483,0.163361124547398,0.119252386843658,0.289957681622743,0.159454491838592,0,0.255779208751525
"wolverine70",0.267830540002816,0.254707869348345,0.277617415177129,0.129151211537384,0.193994497127951,0.348441723846231,0.363372258266192,0.255779208751525,0
