"Taxa"	"hera11"	"hera14"	"hera17"	"hera24"	"hera44"	"hera45"	"hera58"	"hera67"
"k__Bacteria|p__Firmicutes"	0.725714285714286	0.751285714285714	0.0984285714285714	0.653	0.134285714285714	0.432142857142857	0.0848571428571429	0.936142857142857
"k__Bacteria|p__Bacteroidota"	0.0864285714285714	0.141142857142857	0.633857142857143	0.302571428571429	0.675	0.458285714285714	0.708857142857143	0.0331428571428571
"k__Bacteria|p__Proteobacteria"	0.099	0.0674285714285714	0.103571428571429	0.0201428571428571	0.0998571428571429	0.0274285714285714	0.118285714285714	0.00771428571428571
"k__Bacteria|p__Actinobacteria"	0.006	0.003	0.164142857142857	0.0222857142857143	0.0791428571428571	0.0667142857142857	0.0844285714285714	0.0222857142857143
"k__Bacteria|p__Fusobacteria"	0.0828571428571429	0.0371428571428571	0	0.002	0.0117142857142857	0.0154285714285714	0.00357142857142857	0.000714285714285714
