"","charles41","charles46","charles49","charles50","charles51","charles55","charles57"
"charles41",0,0.473269694502228,0.333205852178843,0.381601367581579,0.449628375782347,0.347493502424347,0.438855869909271
"charles46",0.473269694502228,0,0.467908913007008,0.349746410401658,0.354395755461309,0.333730687588582,0.397637939253744
"charles49",0.333205852178843,0.467908913007008,0,0.324250641234783,0.364233081840881,0.425749034248087,0.527030989813014
"charles50",0.381601367581579,0.349746410401658,0.324250641234783,0,0.259070090324444,0.289116877097681,0.510130936439172
"charles51",0.449628375782347,0.354395755461309,0.364233081840881,0.259070090324444,0,0.311470685282121,0.496140124952784
"charles55",0.347493502424347,0.333730687588582,0.425749034248087,0.289116877097681,0.311470685282121,0,0.4185928055019
"charles57",0.438855869909271,0.397637939253744,0.527030989813014,0.510130936439172,0.496140124952784,0.4185928055019,0
