"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.119327784919997,0.597958107428948,0.302321193623832,0.575366619676462,0.42920005872577,0.595661255773763,0.242357374624359
"hera14",0.119327784919997,0,0.543629904269635,0.238817384776843,0.522468319976145,0.36257100235696,0.543132218894745,0.214751187517776
"hera17",0.597958107428948,0.543629904269635,0,0.397250225192457,0.100438801125278,0.273158915051256,0.0893132811436746,0.676203624438333
"hera24",0.302321193623832,0.238817384776843,0.397250225192457,0,0.380996558295564,0.189347696126639,0.41323090269873,0.34126417044259
"hera44",0.575366619676462,0.522468319976145,0.100438801125278,0.380996558295564,0,0.230832453701401,0.0634306588164818,0.658645794537063
"hera45",0.42920005872577,0.36257100235696,0.273158915051256,0.189347696126639,0.230832453701401,0,0.272705761136219,0.486987045449282
"hera58",0.595661255773763,0.543132218894745,0.0893132811436746,0.41323090269873,0.0634306588164818,0.272705761136219,0,0.689744249297958
"hera67",0.242357374624359,0.214751187517776,0.676203624438333,0.34126417044259,0.658645794537063,0.486987045449282,0.689744249297958,0
