"","joans14","joans21","joans29","joans41","joans44","joans49","joans51","joans56","joans57"
"joans14",0,0.93706447418049,0.956058577316543,0.949972357763941,0.970088163431815,0.967028717484614,0.962988869408562,0.975601250994502,0.961535760830174
"joans21",0.93706447418049,0,0.821882065862305,0.773700117676701,0.699546444164665,0.770573136131135,0.78230494330369,0.773759429919853,0.822155562282469
"joans29",0.956058577316543,0.821882065862305,0,0.794018896271182,0.727764119467284,0.721650256990804,0.735412789724913,0.595228799560092,0.628322925523915
"joans41",0.949972357763941,0.773700117676701,0.794018896271182,0,0.725163689384054,0.763726153340176,0.785170076588799,0.788258323747407,0.798610744731505
"joans44",0.970088163431815,0.699546444164665,0.727764119467284,0.725163689384054,0,0.582976906234068,0.523855004580974,0.668452189124936,0.724925327139749
"joans49",0.967028717484614,0.770573136131135,0.721650256990804,0.763726153340176,0.582976906234068,0,0.550732965988828,0.560864043607065,0.690578389323766
"joans51",0.962988869408562,0.78230494330369,0.735412789724913,0.785170076588799,0.523855004580974,0.550732965988828,0,0.700989534219353,0.765431504618563
"joans56",0.975601250994502,0.773759429919853,0.595228799560092,0.788258323747407,0.668452189124936,0.560864043607065,0.700989534219353,0,0.620989222225676
"joans57",0.961535760830174,0.822155562282469,0.628322925523915,0.798610744731505,0.724925327139749,0.690578389323766,0.765431504618563,0.620989222225676,0
