"Taxa"	"buddy11"	"hamlet11"	"hera11"	"padme11"	"ginger14"	"hera14"	"jarjarbinks14"	"joans14"	"kubo14"	"wolverine14"	"jarjarbinks15"	"kubo15"	"buddy16"	"iris16"	"hamlet17"	"hera17"	"iris17"	"lambchop17"	"wolverine17"	"lambchop18"	"franc19"	"ophelia19"	"goose20"	"jarjarbinks21"	"joans21"	"korra21"	"kubo21"	"franc22"	"goose22"	"grogu22"	"hamlet22"	"iris22"	"hera24"	"ivy24"	"marshmallow24"	"hamlet25"	"lambchop25"	"ginger27"	"henry29"	"ivy29"	"jarjarbinks29"	"joans29"	"korra29"	"kubo30"	"hamlet31"	"jarjarbinks32"	"grogu36"	"henry36"	"iris36"	"ivy36"	"goose37"	"grogu37"	"lambchop37"	"marshmallow37"	"ophelia37"	"wolverine37"	"charles41"	"grogu41"	"hamlet41"	"joans41"	"marshmallow41"	"goose42"	"henry42"	"ginger43"	"ophelia43"	"buddy44"	"franc44"	"goose44"	"hera44"	"iris44"	"ivy44"	"jarjarbinks44"	"joans44"	"korra44"	"lambchop44"	"marshmallow44"	"wolverine44"	"franc45"	"grogu45"	"hera45"	"ophelia45"	"buddy46"	"charles46"	"ginger46"	"iris46"	"ivy46"	"lambchop46"	"franc47"	"ivy47"	"buddy48"	"franc48"	"henry48"	"korra48"	"kubo48"	"lambchop48"	"ophelia48"	"charles49"	"franc49"	"ginger49"	"jarjarbinks49"	"joans49"	"marshmallow49"	"ophelia49"	"wolverine49"	"buddy50"	"charles50"	"ginger50"	"grogu50"	"lambchop50"	"charles51"	"joans51"	"ginger52"	"marshmallow53"	"charles55"	"ginger55"	"lambchop55"	"ophelia55"	"buddy56"	"franc56"	"grogu56"	"joans56"	"buddy57"	"charles57"	"joans57"	"ophelia57"	"wolverine57"	"hera58"	"korra58"	"kubo58"	"wolverine58"	"hamlet59"	"henry59"	"iris59"	"ophelia59"	"iris60"	"marshmallow60"	"wolverine60"	"ginger66"	"henry66"	"hamlet67"	"hera67"	"franc68"	"jarjarbinks68"	"grogu70"	"ivy70"	"lambchop70"	"marshmallow70"	"wolverine70"
"k__Bacteria|p__Firmicutes"	0.569428571428571	0.453	0.725142857142857	0.572428571428571	0.847714285714286	0.751285714285714	0.673857142857143	0.062	0.298428571428571	0.812142857142857	0.786571428571429	0.732	0.0871428571428571	0.594142857142857	0.612142857142857	0.0984285714285714	0.746714285714286	0.309285714285714	0.789285714285714	0.682714285714286	0.677714285714286	0.689	0.757285714285714	0.702	0.583	0.599428571428571	0.726285714285714	0.679142857142857	0.596	0.152	0.214571428571429	0.791571428571429	0.652857142857143	0.732571428571429	0.339571428571429	0.689571428571429	0.716857142857143	0.842	0.578285714285714	0.812571428571429	0.666714285714286	0.603142857142857	0.487	0.420428571428571	0.735285714285714	0.571142857142857	0.0855714285714286	0.722571428571429	0.128857142857143	0.142571428571429	0.637428571428571	0.079	0.591714285714286	0.191857142857143	0.232285714285714	0.814285714285714	0.114857142857143	0.0941428571428571	0.738571428571429	0.727428571428571	0.178428571428571	0.669428571428571	0.693	0.155857142857143	0.698428571428571	0.457857142857143	0.385285714285714	0.853571428571429	0.134142857142857	0.633428571428571	0.790142857142857	0.105428571428571	0.493142857142857	0.273142857142857	0.632428571428571	0.468142857142857	0.529285714285714	0.617714285714286	0.672142857142857	0.432142857142857	0.662428571428571	0.312571428571429	0.511142857142857	0.732142857142857	0.566857142857143	0.880428571428571	0.514285714285714	0.796285714285714	0.584	0.278571428571429	0.629857142857143	0.812285714285714	0.595285714285714	0.619142857142857	0.765285714285714	0.491285714285714	0.434142857142857	0.686285714285714	0.922714285714286	0.728428571428571	0.544714285714286	0.499285714285714	0.478	0.673142857142857	0.399714285714286	0.760857142857143	0.892428571428571	0.306857142857143	0.665714285714286	0.653857142857143	0.359142857142857	0.819	0.105285714285714	0.625285714285714	0.829714285714286	0.365285714285714	0.522142857142857	0.331857142857143	0.684714285714286	0.152142857142857	0.697428571428571	0.477	0.115428571428571	0.291857142857143	0.451714285714286	0.466428571428571	0.0844285714285714	0.188857142857143	0.383571428571429	0.718571428571429	0.624857142857143	0.724571428571429	0.674285714285714	0.335571428571429	0.465857142857143	0.351857142857143	0.703428571428571	0.132571428571429	0.369285714285714	0.159285714285714	0.936142857142857	0.682714285714286	0.602857142857143	0.156857142857143	0.759142857142857	0.0855714285714286	0.0595714285714286	0.504
"k__Bacteria|p__Bacteroidota"	0.177714285714286	0.146428571428571	0.0868571428571429	0.0948571428571429	0.0815714285714286	0.141142857142857	0.279857142857143	0.00257142857142857	0.0795714285714286	0.153714285714286	0.154285714285714	0.0842857142857143	0.329285714285714	0.340857142857143	0.302714285714286	0.633857142857143	0.232285714285714	0.000285714285714286	0.195	0	0.214428571428571	0.262857142857143	0.143285714285714	0.184142857142857	0.134142857142857	0.159142857142857	0.148714285714286	0.267	0.165428571428571	0.0432857142857143	0.0638571428571429	0.183714285714286	0.302714285714286	0.145571428571429	0.0542857142857143	0.272	0.224285714285714	0.121	0.243571428571429	0.081	0.118285714285714	0.0882857142857143	0.0448571428571429	0.0431428571428571	0.189142857142857	0.158285714285714	0.141571428571429	0.205285714285714	0.294	0.531285714285714	0.186714285714286	0.0237142857142857	0.160142857142857	0.132	0.115142857142857	0.111428571428571	0.641571428571429	0.124857142857143	0.147571428571429	0.0861428571428571	0.252714285714286	0.146	0.216285714285714	0.402428571428571	0.131571428571429	0.171428571428571	0.253	0.0341428571428571	0.674571428571429	0.298285714285714	0.127571428571429	0.436428571428571	0.261142857142857	0.580571428571429	0.286714285714286	0.0998571428571429	0.205	0.282714285714286	0.078	0.458285714285714	0.166714285714286	0.340857142857143	0.298428571428571	0.206857142857143	0.355285714285714	0.0595714285714286	0.378428571428571	0.163571428571429	0.265285714285714	0.069	0.311142857142857	0.122	0.217285714285714	0.314285714285714	0.116714285714286	0.414714285714286	0.0461428571428571	0.242428571428571	0.0652857142857143	0.169571428571429	0.307	0.0594285714285714	0.426428571428571	0.185571428571429	0.0691428571428571	0.117428571428571	0.0882857142857143	0.0238571428571429	0.259	0.244857142857143	0.515428571428571	0.147857142857143	0.021	0.250857142857143	0.135285714285714	0.567857142857143	0.154857142857143	0.0548571428571429	0.268428571428571	0.0567142857142857	0.192857142857143	0.123	0.726714285714286	0.0608571428571429	0.471428571428571	0.0757142857142857	0.709142857142857	0.310428571428571	0.392142857142857	0.057	0.259714285714286	0.224714285714286	0.278714285714286	0.295285714285714	0.496714285714286	0.110714285714286	0.123857142857143	0.658	0.481714285714286	0.697285714285714	0.0331428571428571	0.115714285714286	0.182571428571429	0.0757142857142857	0.0651428571428571	0.740571428571429	0.321	0.281714285714286
"k__Bacteria|p__Proteobacteria"	0.241142857142857	0.0161428571428571	0.0991428571428571	0.105	0.038	0.0674285714285714	0.0294285714285714	0.905428571428571	0.575142857142857	0.0114285714285714	0.0395714285714286	0.134285714285714	0.266714285714286	0.024	0.04	0.103571428571429	0.0175714285714286	0.690142857142857	0.0128571428571429	0.316714285714286	0.0997142857142857	0.0357142857142857	0.0968571428571429	0.113571428571429	0.272571428571429	0.233285714285714	0.116	0.0488571428571429	0.237	0.804428571428571	0.709142857142857	0.0101428571428571	0.0201428571428571	0.037	0.605142857142857	0.033	0.0528571428571429	0.0324285714285714	0.138142857142857	0.0458571428571429	0.212285714285714	0.295285714285714	0.467428571428571	0.512714285714286	0.0692857142857143	0.264	0.762857142857143	0.0451428571428571	0.331285714285714	0.174857142857143	0.170428571428571	0.897	0.244	0.581428571428571	0.645	0.0201428571428571	0.0694285714285714	0.760714285714286	0.0985714285714286	0.171714285714286	0.525285714285714	0.183428571428571	0.058	0.0977142857142857	0.158571428571429	0.346285714285714	0.236	0.0911428571428571	0.1	0.0301428571428571	0.0787142857142857	0.341142857142857	0.244285714285714	0.0621428571428571	0.0527142857142857	0.429285714285714	0.166142857142857	0.0938571428571429	0.213857142857143	0.0274285714285714	0.159285714285714	0.333428571428571	0.187428571428571	0.0575714285714286	0.058	0.0224285714285714	0.0772857142857143	0.0358571428571429	0.0958571428571429	0.644857142857143	0.0527142857142857	0.0148571428571429	0.176571428571429	0.0362857142857143	0.116285714285714	0.0701428571428571	0.515428571428571	0.0681428571428571	0.00642857142857143	0.0998571428571429	0.147571428571429	0.432857142857143	0.0897142857142857	0.121857142857143	0.497571428571429	0.119142857142857	0.0155714285714286	0.668857142857143	0.0681428571428571	0.0864285714285714	0.124571428571429	0.03	0.873285714285714	0.0212857142857143	0.0222857142857143	0.0528571428571429	0.301142857142857	0.608571428571429	0.0417142857142857	0.787857142857143	0.108571428571429	0.384428571428571	0.102142857142857	0.646428571428571	0.0558571428571429	0.447714285714286	0.118285714285714	0.471571428571429	0.166	0.213857142857143	0.0781428571428571	0.042	0.0377142857142857	0.357714285714286	0.0311428571428571	0.537142857142857	0.124142857142857	0.118571428571429	0.0545714285714286	0.0831428571428571	0.00771428571428571	0.198857142857143	0.183857142857143	0.764428571428571	0.142142857142857	0.101142857142857	0.61	0.0705714285714286
"k__Bacteria|p__Actinobacteria"	0.004	0.00357142857142857	0.006	0.00128571428571429	0.00214285714285714	0.003	0.013	0	0.000571428571428571	0.00771428571428571	0.00942857142857143	0.00271428571428571	0.00828571428571429	0.0278571428571429	0.045	0.164142857142857	0.000571428571428571	0.000285714285714286	0.00285714285714286	0.000571428571428571	0.00342857142857143	0.01	0.00214285714285714	0.000285714285714286	0.000571428571428571	0.008	0.008	0.00228571428571429	0.000142857142857143	0.000285714285714286	0.0117142857142857	0.00228571428571429	0.0222857142857143	0.0108571428571429	0.001	0.00171428571428571	0.00571428571428571	0.00157142857142857	0.0352857142857143	0.0167142857142857	0.00271428571428571	0.001	0.000714285714285714	0.0204285714285714	0.005	0.00657142857142857	0.01	0.00328571428571429	0.224142857142857	0.144857142857143	0.00242857142857143	0.000285714285714286	0.00342857142857143	0.0944285714285714	0.00271428571428571	0.0312857142857143	0.00471428571428571	0.0202857142857143	0.00314285714285714	0.000714285714285714	0.0432857142857143	0.00114285714285714	0.0191428571428571	0.344	0.00114285714285714	0.0105714285714286	0.0161428571428571	0.021	0.0795714285714286	0.00657142857142857	0.00328571428571429	0.105714285714286	0.00142857142857143	0.0835714285714286	0.00457142857142857	0.00271428571428571	0.0895714285714286	0.00528571428571429	0.036	0.0667142857142857	0.00357142857142857	0.00971428571428571	0.002	0.00328571428571429	0.00142857142857143	0.0324285714285714	0.00128571428571429	0.00385714285714286	0.0121428571428571	0.000285714285714286	0.00542857142857143	0.0494285714285714	0.0108571428571429	0.00142857142857143	0.00142857142857143	0.0154285714285714	0.000714285714285714	0.00271428571428571	0.00557142857142857	0.00185714285714286	0.000714285714285714	0.00842857142857143	0.00442857142857143	0.00985714285714286	0.0244285714285714	0.00142857142857143	0.00371428571428571	0.000428571428571429	0.00185714285714286	0.009	0.000857142857142857	0.003	0.000428571428571429	0.0955714285714286	0.0127142857142857	0.00842857142857143	0.0157142857142857	0.00228571428571429	0.00457142857142857	0.00328571428571429	0.000857142857142857	0.00685714285714286	0.0497142857142857	0.000428571428571429	0.0162857142857143	0.00285714285714286	0.0845714285714286	0.0291428571428571	0.0507142857142857	0.00585714285714286	0.0171428571428571	0.000857142857142857	0.004	0.00985714285714286	0.00285714285714286	0.000285714285714286	0.0282857142857143	0.0722857142857143	0.062	0.0588571428571429	0.0222857142857143	0.00171428571428571	0.0171428571428571	0.003	0.0101428571428571	0.0618571428571429	0.00942857142857143	0.125142857142857
"k__Bacteria|p__Fusobacteria"	0.00771428571428571	0.380857142857143	0.0828571428571429	0.226428571428571	0.0305714285714286	0.0371428571428571	0.00328571428571429	0.03	0.0458571428571429	0.0141428571428571	0.00671428571428571	0.0461428571428571	0.308571428571429	0.013	0.000142857142857143	0	0.00271428571428571	0	0	0	0.00471428571428571	0	0.000428571428571429	0	0.00971428571428571	0.000142857142857143	0.001	0.00271428571428571	0.00142857142857143	0	0.000714285714285714	0.0122857142857143	0.002	0.0724285714285714	0	0.00371428571428571	0.000285714285714286	0.003	0.00471428571428571	0.0411428571428571	0	0.0122857142857143	0	0.00314285714285714	0.00128571428571429	0	0	0.0237142857142857	0.0184285714285714	0.00328571428571429	0.003	0	0.000714285714285714	0	0.00342857142857143	0.0227142857142857	0.169428571428571	0	0.0121428571428571	0.014	0	0	0.0135714285714286	0	0.00685714285714286	0.0138571428571429	0.108857142857143	0.000142857142857143	0.0117142857142857	0.0284285714285714	0.000142857142857143	0.00228571428571429	0	0	0.0235714285714286	0	0.00914285714285714	0.000428571428571429	0	0.0154285714285714	0.005	0.00342857142857143	0.001	0.000142857142857143	0.0178571428571429	0.00514285714285714	0.0287142857142857	0.000428571428571429	0.0425714285714286	0.00728571428571429	0	0.00142857142857143	0	0.0281428571428571	0.000285714285714286	0.00657142857142857	0.00357142857142857	0.000142857142857143	0	0.000285714285714286	0	0	0.000857142857142857	0.00942857142857143	0.00914285714285714	0.00114285714285714	0	0	0.00528571428571429	0.00585714285714286	0	0.000142857142857143	0	0.007	0	0.00557142857142857	0.00585714285714286	0.00242857142857143	0.000428571428571429	0	0.000285714285714286	0.00871428571428571	0.00257142857142857	0.000428571428571429	0.00185714285714286	0.00728571428571429	0.00357142857142857	0	0.00585714285714286	0.00457142857142857	0.0201428571428571	0.00785714285714286	0.00471428571428571	0.000142857142857143	0.00257142857142857	0	0.0197142857142857	0.0185714285714286	0.0324285714285714	0.00114285714285714	0.000714285714285714	0.000857142857142857	0.0135714285714286	0	0.0194285714285714	0.0108571428571429	0	0.014
"k__Bacteria|p__Tenericutes"	0	0	0	0	0	0	0.000571428571428571	0	0.000428571428571429	0.000857142857142857	0.00342857142857143	0.000571428571428571	0	0.000142857142857143	0	0	0.000142857142857143	0	0	0	0	0.00242857142857143	0	0	0	0	0	0	0	0	0	0	0	0.00157142857142857	0	0	0	0	0	0.00271428571428571	0	0	0	0	0	0	0	0	0.00328571428571429	0.00314285714285714	0	0	0	0.000142857142857143	0.00142857142857143	0.000142857142857143	0	0	0	0	0.000285714285714286	0	0	0	0.00342857142857143	0	0.000714285714285714	0	0	0.00314285714285714	0.000142857142857143	0.009	0	0.000571428571428571	0	0	0.000857142857142857	0	0	0	0.003	0	0	0	0.000571428571428571	0	0	0	0.000142857142857143	0	0.000857142857142857	0	0	0.000714285714285714	0	0.00185714285714286	0	0.000285714285714286	0	0	0	0	0.000428571428571429	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.000285714285714286	0	0.000142857142857143	0	0	0	0.00342857142857143	0	0.00285714285714286	0	0	0	0.00171428571428571	0.000142857142857143	0	0	0.000571428571428571	0.00142857142857143	0.000857142857142857	0	0.000571428571428571	0	0	0.000285714285714286	0	0.000142857142857143	0	0	0.004	0	0	0.00457142857142857
"k__Bacteria|p__Aquificae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Deinococcus-Thermus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
