"","wolverine14","wolverine17","wolverine37","wolverine44","wolverine49","wolverine57","wolverine58","wolverine60","wolverine70"
"wolverine14",0,0.436349771107773,0.305661975232393,0.362215433546487,0.323874410634432,0.354994401968045,0.378074544379075,0.318012785579494,0.362950347783656
"wolverine17",0.436349771107773,0,0.307322117950285,0.417423006071642,0.463145987326213,0.29317142594649,0.308504689789832,0.451946377825831,0.466742807247358
"wolverine37",0.305661975232393,0.307322117950285,0,0.294119686984348,0.321698496211123,0.22029360650282,0.174194347195572,0.338325834507106,0.340350163452082
"wolverine44",0.362215433546487,0.417423006071642,0.294119686984348,0,0.356875124149351,0.387514150963775,0.396492381688131,0.371321719046642,0.146923239163216
"wolverine49",0.323874410634432,0.463145987326213,0.321698496211123,0.356875124149351,0,0.391236392358559,0.393578214823407,0.253184765713181,0.363788971955551
"wolverine57",0.354994401968045,0.29317142594649,0.22029360650282,0.387514150963775,0.391236392358559,0,0.221963986925971,0.375678250537885,0.404387461350387
"wolverine58",0.378074544379075,0.308504689789832,0.174194347195572,0.396492381688131,0.393578214823407,0.221963986925971,0,0.355924562754842,0.423356413952439
"wolverine60",0.318012785579494,0.451946377825831,0.338325834507106,0.371321719046642,0.253184765713181,0.375678250537885,0.355924562754842,0,0.373582691847493
"wolverine70",0.362950347783656,0.466742807247358,0.340350163452082,0.146923239163216,0.363788971955551,0.404387461350387,0.423356413952439,0.373582691847493,0
