"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.152989625037231,0.154619125924746,0.101646531985332,0.173671231126125
"goose22",0.152989625037231,0,0.118504585531183,0.12551506911176,0.280695719505896
"goose37",0.154619125924746,0.118504585531183,0,0.0813569888936747,0.280982111967132
"goose42",0.101646531985332,0.12551506911176,0.0813569888936747,0,0.230173618186155
"goose44",0.173671231126125,0.280695719505896,0.280982111967132,0.230173618186155,0
