sampleID,alias,study_day,collection,subject,room,seqrun,barcode,tech_replicates,kit,flow_cell,flow_cell_id,origin,sex,stabilizer,group,diet_trial,gum_ml,group_phase,bristol
HER-24-MGE,HER-24-MGE-S142,24,2023-04-02,hera,B,cm008,barcode04,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,F,Ethanol,1,intervention_1,2,gum,3
JOA-24-MGE,JOA-24-MGE-S143,24,2023-04-02,joans,F,cm008,barcode05,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,2,intervention_1,0,control,3
BUD-52-MGE,BUD-52-MGE-S144,52,2023-04-30,buddy,F,cm008,barcode06,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,M,Ethanol,2,intervention_2,2,gum,4
GIN-52-MGE,GIN-52-MGE-S145,52,2023-04-30,ginger,F,cm008,barcode07,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,2,intervention_2,2,gum,2
HER-53-MGE,HER-53-MGE-S146,53,2023-05-01,hera,B,cm008,barcode08,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,F,Ethanol,1,intervention_2,0,control,3
FRA-53-MGE,FRA-53-MGE-S147,53,2023-05-01,franc,F,cm008,barcode09,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,M,Ethanol,2,intervention_2,2,gum,3
MAR-53-MGE,MAR-53-MGE-S148,53,2023-05-01,marshmallow,F,cm008,barcode10,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,2,intervention_2,2,gum,3
LAM-55-MGE,LAM-55-MGE-S149,55,2023-05-03,lambchop,F,cm008,barcode11,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,F,Ethanol,1,intervention_2,0,control,3
CHA-55-MGE,CHA-55-MGE-S150,55,2023-05-03,charles,F,cm008,barcode12,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,M,Ethanol,2,intervention_2,2,gum,3
GRO-56-MGE,GRO-56-MGE-S151,56,2023-05-04,grogu,F,cm008,barcode13,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,M,Ethanol,2,intervention_2,2,gum,3
JOA-56-MGE,JOA-56-MGE-S152,56,2023-05-04,joans,F,cm008,barcode14,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,2,intervention_2,2,gum,2
WOL-58-MGE,WOL-58-MGE-S153,58,2023-05-06,wolverine,B,cm008,barcode15 ,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,M,Ethanol,1,washout_2,0,control-washout,2
JOA-60-MGE,JOA-60-MGE-S154,60,2023-05-08,joans,F,cm008,barcode16,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,2,washout_2,0,gum-washout,2
IRI-17-MGE,IRI-17-MGE-S155,17,2023-03-26,iris,B,cm008,barcode17,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,F,Ethanol,1,intervention_1,2,gum,3
LAM-17-MGE,LAM-17-MGE-S156,17,2023-03-26,lambchop,F,cm008,barcode18,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,F,Ethanol,1,intervention_1,2,gum,3
HAM-18-MGE,HAM-18-MGE-S157,18,2023-03-27,hamlet,B,cm008,barcode19,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,M,Ethanol,1,intervention_1,2,gum,2
WOL-18-MGE,WOL-18-MGE-S158,18,2023-03-27,wolverine,B,cm008,barcode20,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,M,Ethanol,1,intervention_1,2,gum,2
OPH-19-MGE,OPH-19-MGE-S159,19,2023-03-28,ophelia,B,cm008,barcode21,1,SQK-16S114-24,FLO-FLG114,AUD426,NE,F,Ethanol,1,intervention_1,2,gum,2
FRA-19-MGE,FRA-19-MGE-S160,19,2023-03-28,franc,F,cm008,barcode22,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,M,Ethanol,2,intervention_1,0,control,2
GOO-20-MGE,GOO-20-MGE-S161,20,2023-03-29,goose,F,cm008,barcode23,1,SQK-16S114-24,FLO-FLG114,AUD426,TX,M,Ethanol,2,intervention_1,0,control,2
CM-NTC-008,CM-NTC-008-CTRL,,,,,cm008,barcode24,1,SQK-16S114-24,FLO-FLG114,AUD426,,,,,,,,
HEN-29-MGE,HEN-29-MGE-S162,29,2023-04-07,henry,F,cm009,barcode01,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,2,washout_1,0,control-washout,3
WOL-1-MGE,WOL-1-MGE-S163,1,2023-03-10,wolverine,B,cm009,barcode02,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,1,run-in,0,baseline,1
IVY-29-MGE,IVY-29-MGE-S164,29,2023-04-07,ivy,F,cm009,barcode03,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,washout_1,0,control-washout,2
BUD-57-MGE,BUD-57-MGE-S165,57,2023-05-05,buddy,F,cm009,barcode04,1,SQK-16S114-24,FLO-FLG114,AVI598,TX,M,Ethanol,2,washout_2,0,gum-washout,3
JOA-57-MGE,JOA-57-MGE-S166,57,2023-05-05,joans,F,cm009,barcode05,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,washout_2,0,gum-washout,2
IRI-59-MGE,IRI-59-MGE-S167,59,2023-05-07,iris,B,cm009,barcode06,1,SQK-16S114-24,FLO-FLG114,AVI598,TX,F,Ethanol,1,washout_2,0,control-washout,3
KOR-29-MGE,KOR-29-MGE-S168,29,2023-04-07,korra,B,cm009,barcode07,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,1,washout_1,0,gum-washout,3
WOL-37-MGE,WOL-37-MGE-S169,37,2023-04-15,wolverine,B,cm009,barcode08,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,1,washout_1,0,gum-washout,1
JOA-14-MGE,JOA-14-MGE-S170,14,2023-03-23,joans,F,cm009,barcode09,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,run-in,0,baseline,4
GIN-27-MGE,GIN-27-MGE-S171,27,2023-04-05,ginger,F,cm009,barcode10,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,intervention_1,0,control,1
OPH-57-MGE,OPH-57-MGE-S172,57,2023-05-05,ophelia,B,cm009,barcode11,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,1,washout_2,0,control-washout,2
HEN-66-MGE,HEN-66-MGE-S173,66,2023-05-14,henry,F,cm009,barcode12,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,2,washout_2,0,gum-washout,2
GIN-2-MGE,GIN-2-MGE-S174,2,2023-03-11,ginger,F,cm009,barcode13,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,run-in,0,baseline,3
HER-1-MGE,HER-1-MGE-S175,1,2023-03-10,hera,B,cm009,barcode14,1,SQK-16S114-24,FLO-FLG114,AVI598,TX,F,Ethanol,1,run-in,0,baseline,1
JAR-15-MGE,JAR-15-MGE-S176,15,2023-03-24,jarjarbinks,B,cm009,barcode15 ,1,SQK-16S114-24,FLO-FLG114,AVI598,TX,M,Ethanol,1,intervention_1,2,gum,1
GIN-29-MGE,GIN-29-MGE-S177,29,2023-04-07,ginger,F,cm009,barcode16,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,washout_1,0,control-washout,2
OPH-43-MGE,OPH-43-MGE-S178,43,2023-04-21,ophelia,B,cm009,barcode17,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,1,intervention_2,0,control,2
WOL-57-MGE,WOL-57-MGE-S179,57,2023-05-05,wolverine,B,cm009,barcode18,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,1,washout_2,0,control-washout,2
KUB-15-MGE,KUB-15-MGE-S180,15,2023-03-24,kubo,B,cm009,barcode19,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,1,intervention_1,2,gum,2
JOA-29-MGE,JOA-29-MGE-S181,29,2023-04-07,joans,F,cm009,barcode20,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,washout_1,0,control-washout,3
HAM-59-MGE,HAM-59-MGE-S182,59,2023-05-07,hamlet,B,cm009,barcode21,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,M,Ethanol,1,washout_2,0,control-washout,2
IVY-70-MGE,IVY-70-MGE-S183,70,2023-05-18,ivy,F,cm009,barcode22,1,SQK-16S114-24,FLO-FLG114,AVI598,NE,F,Ethanol,2,washout_2,0,gum-washout,2
JAR-29-MGE,JAR-29-MGE-S184,29,2023-04-07,jarjarbinks,B,cm009,barcode23,1,SQK-16S114-24,FLO-FLG114,AVI598,TX,M,Ethanol,1,washout_1,0,gum-washout,3
CM-NTC-009,CM-NTC-009-CTRL,,,,,cm009,barcode24,1,SQK-16S114-24,FLO-FLG114,AVI598,,,,,,,,
JAR-21-MGE,JAR-21-MGE-S185,21,2023-03-30,jarjarbinks,B,cm010,barcode01,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,1,intervention_1,2,gum,2
KUB-21-MGE,KUB-21-MGE-S186,21,2023-03-30,kubo,B,cm010,barcode02,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,1,intervention_1,2,gum,2
KOR-21-MGE,KOR-21-MGE-S187,21,2023-03-30,korra,B,cm010,barcode03,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,1,intervention_1,2,gum,2
IRI-22-MGE,IRI-22-MGE-S188,22,2023-03-31,iris,B,cm010,barcode04,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,F,Ethanol,1,intervention_1,2,gum,3
GRO-22-MGE,GRO-22-MGE-S189,22,2023-03-31,grogu,F,cm010,barcode05,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,2,intervention_1,0,control,2
HAM-25-MGE,HAM-25-MGE-S190,25,2023-04-03,hamlet,B,cm010,barcode06,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,1,intervention_1,2,gum,2
LAM-25-MGE,LAM-25-MGE-S191,25,2023-04-03,lambchop,F,cm010,barcode07,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,F,Ethanol,1,intervention_1,2,gum,3
BUD-44-MGE,BUD-44-MGE-S192,44,2023-04-22,buddy,F,cm010,barcode08,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,2,intervention_2,2,gum,3
WOL-17-MGE,WOL-17-MGE-S193,17,2023-03-26,wolverine,B,cm010,barcode09,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,1,intervention_1,2,gum,2
GIN-46-MGE,GIN-46-MGE-S194,46,2023-04-24,ginger,F,cm010,barcode10,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,2,intervention_2,2,gum,3
FRA-47-MGE,FRA-47-MGE-S195,47,2023-04-25,franc,F,cm010,barcode11,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,2,intervention_2,2,gum,3
IVY-47-MGE,IVY-47-MGE-S196,47,2023-04-25,ivy,F,cm010,barcode12,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,2,intervention_2,2,gum,2
KOR-48-MGE,KOR-48-MGE-S197,48,2023-04-26,korra,B,cm010,barcode13,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,1,intervention_2,0,control,3
HEN-48-MGE,HEN-48-MGE-S198,48,2023-04-26,henry,F,cm010,barcode14,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,2,intervention_2,2,gum,3
MAR-49-MGE,MAR-49-MGE-S199,49,2023-04-27,marshmallow,F,cm010,barcode15 ,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,2,intervention_2,2,gum,2
JOA-49-MGE,JOA-49-MGE-S200,49,2023-04-27,joans,F,cm010,barcode16,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,2,intervention_2,2,gum,2
GRO-50-MGE,GRO-50-MGE-S201,50,2023-04-28,grogu,F,cm010,barcode17,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,2,intervention_2,2,gum,3
GIN-50-MGE,GIN-50-MGE-S202,50,2023-04-28,ginger,F,cm010,barcode18,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,2,intervention_2,2,gum,3
OPH-9-MGE,OPH-9-MGE-S203,9,2023-03-18,ophelia,B,cm010,barcode19,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,F,Ethanol,1,run-in,0,baseline,1
CHA-9-MGE,CHA-9-MGE-S204,9,2023-03-18,charles,F,cm010,barcode20,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,2,run-in,0,baseline,2
HAM-11-MGE,HAM-11-MGE-S205,11,2023-03-20,hamlet,B,cm010,barcode21,1,SQK-16S114-24,FLO-FLG114,AVI583,NE,M,Ethanol,1,run-in,0,baseline,2
BUD-11-MGE,BUD-11-MGE-S206,11,2023-03-20,buddy,F,cm010,barcode22,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,2,run-in,0,baseline,3
JAR-14-MGE,JAR-14-MGE-S207,14,2023-03-23,jarjarbinks,B,cm010,barcode23,1,SQK-16S114-24,FLO-FLG114,AVI583,TX,M,Ethanol,1,run-in,0,baseline,1
CM-NTC-010,CM-NTC-010-CTRL,,,,,cm010,barcode24,1,SQK-16S114-24,FLO-FLG114,AVI583,,,,,,,,
