"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.0975449945856303,0.312222710776811,0.102660730565316,0.162091237994248,0.1338351050336,0.129106997691232,0.186806556734783,0.150813608472918
"franc22",0.0975449945856303,0,0.313823744211118,0.075496567037532,0.187754845639072,0.0866030447206835,0.1002519737643,0.127278087695056,0.217365658269515
"franc44",0.312222710776811,0.313823744211118,0,0.272190064184163,0.388939488109696,0.297299346371385,0.309973671294282,0.242383697034979,0.345682646956911
"franc45",0.102660730565316,0.075496567037532,0.272190064184163,0,0.188837126324987,0.0490210358575323,0.0853096301267842,0.142168635105943,0.201638014435906
"franc47",0.162091237994248,0.187754845639072,0.388939488109696,0.188837126324987,0,0.19550715016914,0.173508268750793,0.231027712757887,0.160524413344558
"franc48",0.1338351050336,0.0866030447206835,0.297299346371385,0.0490210358575323,0.19550715016914,0,0.080793691841788,0.142657827603756,0.236381788892647
"franc49",0.129106997691232,0.1002519737643,0.309973671294282,0.0853096301267842,0.173508268750793,0.080793691841788,0,0.148026365020189,0.211483196852499
"franc56",0.186806556734783,0.127278087695056,0.242383697034979,0.142168635105943,0.231027712757887,0.142657827603756,0.148026365020189,0,0.274120262839231
"franc68",0.150813608472918,0.217365658269515,0.345682646956911,0.201638014435906,0.160524413344558,0.236381788892647,0.211483196852499,0.274120262839231,0
