"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.294314297156737,0.420418222965842,0.298617092323885,0.165444546104435,0.411651264807975,0.426150185818279,0.443975240067791,0.317664418671529
"franc22",0.294314297156737,0,0.455835825785076,0.221956769694801,0.299933818408259,0.317522604424029,0.291361828468204,0.405104472614647,0.271956235622131
"franc44",0.420418222965842,0.455835825785076,0,0.448104066196052,0.433086869850283,0.497729844350534,0.48501657299704,0.286693595948395,0.36223939395304
"franc45",0.298617092323885,0.221956769694801,0.448104066196052,0,0.258833767031582,0.325248255386793,0.29735533672545,0.43542709453379,0.264098833810043
"franc47",0.165444546104435,0.299933818408259,0.433086869850283,0.258833767031582,0,0.336197092799528,0.35177874056695,0.407508783921478,0.321930491669243
"franc48",0.411651264807975,0.317522604424029,0.497729844350534,0.325248255386793,0.336197092799528,0,0.261832025008387,0.40565273270286,0.343125043158712
"franc49",0.426150185818279,0.291361828468204,0.48501657299704,0.29735533672545,0.35177874056695,0.261832025008387,0,0.376349178112848,0.295942942238392
"franc56",0.443975240067791,0.405104472614647,0.286693595948395,0.43542709453379,0.407508783921478,0.40565273270286,0.376349178112848,0,0.37273678020999
"franc68",0.317664418671529,0.271956235622131,0.36223939395304,0.264098833810043,0.321930491669243,0.343125043158712,0.295942942238392,0.37273678020999,0
