"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.100169915992258,0.070275807021211,0.0977134339962916,0.443999164760699,0.114150766261378,0.0273214280045492,0.0534238975818407
"grogu36",0.100169915992258,0,0.129595127737982,0.0262898610286451,0.453415283741564,0.178138412485608,0.0876087659250294,0.0679734822106975
"grogu37",0.070275807021211,0.129595127737982,0,0.131672915311893,0.50009475765505,0.154783806266645,0.0816417549731836,0.114856351944388
"grogu41",0.0977134339962916,0.0262898610286451,0.131672915311893,0,0.440285306639906,0.16930328659167,0.08529626839829,0.060334260402776
"grogu45",0.443999164760699,0.453415283741564,0.50009475765505,0.440285306639906,0,0.368116618170068,0.426438563045284,0.418565186814
"grogu50",0.114150766261378,0.178138412485608,0.154783806266645,0.16930328659167,0.368116618170068,0,0.116305187262033,0.124102836831306
"grogu56",0.0273214280045492,0.0876087659250294,0.0816417549731836,0.08529626839829,0.426438563045284,0.116305187262033,0,0.0483203017585408
"grogu70",0.0534238975818407,0.0679734822106975,0.114856351944388,0.060334260402776,0.418565186814,0.124102836831306,0.0483203017585408,0
