"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.342918280892138,0.509666413376924,0.342769302782614,0.349527135113781,0.362612823087483,0.355465290586186,0.333498688671733,0.487429550318874
"ginger27",0.342918280892138,0,0.394040681346432,0.236317029081996,0.269971619189656,0.240258070132434,0.212732276585942,0.344049203716483,0.341985230485076
"ginger43",0.509666413376924,0.394040681346432,0,0.394381267732288,0.405504460670079,0.402451800038098,0.410890899940188,0.441676666476517,0.22784931039007
"ginger46",0.342769302782614,0.236317029081996,0.394381267732288,0,0.275297452846904,0.240861336836816,0.236148414703795,0.343432556139026,0.363362750745431
"ginger49",0.349527135113781,0.269971619189656,0.405504460670079,0.275297452846904,0,0.244707140452018,0.269985640546673,0.253727286833342,0.43005880204514
"ginger50",0.362612823087483,0.240258070132434,0.402451800038098,0.240861336836816,0.244707140452018,0,0.258033208372242,0.299809159151005,0.404895113958325
"ginger52",0.355465290586186,0.212732276585942,0.410890899940188,0.236148414703795,0.269985640546673,0.258033208372242,0,0.374307552046007,0.36496877960833
"ginger55",0.333498688671733,0.344049203716483,0.441676666476517,0.343432556139026,0.253727286833342,0.299809159151005,0.374307552046007,0,0.458371179208452
"ginger66",0.487429550318874,0.341985230485076,0.22784931039007,0.363362750745431,0.43005880204514,0.404895113958325,0.36496877960833,0.458371179208452,0
