"","ginger14","ginger27","ginger43","ginger46","ginger49","ginger50","ginger52","ginger55","ginger66"
"ginger14",0,0.114116826399072,0.568587031842964,0.223724661926829,0.15242014688173,0.126160254476823,0.165629378696409,0.136788937783227,0.606797793111351
"ginger27",0.114116826399072,0,0.52280021451354,0.158735928034839,0.156252797624114,0.094925207941619,0.0824400939379948,0.0669066173211775,0.572138748886572
"ginger43",0.568587031842964,0.52280021451354,0,0.435197420201491,0.597320924082704,0.566718607084971,0.49245618337386,0.512298979693191,0.255628994858587
"ginger46",0.223724661926829,0.158735928034839,0.435197420201491,0,0.221312913640827,0.174135343263758,0.107028922256151,0.125382907360042,0.486287166294495
"ginger49",0.15242014688173,0.156252797624114,0.597320924082704,0.221312913640827,0,0.0646029042067883,0.173878707981168,0.146048401924997,0.6442498366336
"ginger50",0.126160254476823,0.094925207941619,0.566718607084971,0.174135343263758,0.0646029042067883,0,0.115726071139472,0.0954639776594063,0.615700394330938
"ginger52",0.165629378696409,0.0824400939379948,0.49245618337386,0.107028922256151,0.173878707981168,0.115726071139472,0,0.0597423376648292,0.546294411451253
"ginger55",0.136788937783227,0.0669066173211775,0.512298979693191,0.125382907360042,0.146048401924997,0.0954639776594063,0.0597423376648292,0,0.565300588170811
"ginger66",0.606797793111351,0.572138748886572,0.255628994858587,0.486287166294495,0.6442498366336,0.615700394330938,0.546294411451253,0.565300588170811,0
