"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.320693008849839,0.52013411513949,0.307468869240203,0.286335301911842,0.281453508967544,0.282287145890642,0.498908376557149
"hamlet17",0.320693008849839,0,0.531972982186554,0.1087870592555,0.18078434897908,0.226243687926211,0.123560235166834,0.349961929817405
"hamlet22",0.52013411513949,0.531972982186554,0,0.529480476319154,0.502820023497411,0.490487290748135,0.491742071176547,0.58276031092961
"hamlet25",0.307468869240203,0.1087870592555,0.529480476319154,0,0.156327424919523,0.205789540964606,0.123813168482685,0.405163856456487
"hamlet31",0.286335301911842,0.18078434897908,0.502820023497411,0.156327424919523,0,0.141264338345627,0.156272291717072,0.475806039145921
"hamlet41",0.281453508967544,0.226243687926211,0.490487290748135,0.205789540964606,0.141264338345627,0,0.154951608083419,0.519932655970645
"hamlet59",0.282287145890642,0.123560235166834,0.491742071176547,0.123813168482685,0.156272291717072,0.154951608083419,0,0.400498175839794
"hamlet67",0.498908376557149,0.349961929817405,0.58276031092961,0.405163856456487,0.475806039145921,0.519932655970645,0.400498175839794,0
