"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.0132857142857143	0.00185714285714286	0.00557142857142857	0.00385714285714286	0.00457142857142857	0.005	0.00285714285714286	0.00928571428571429	0.00914285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0	0.0351428571428571	0.00157142857142857	0.000285714285714286	0.000142857142857143	0.000857142857142857	0.00871428571428571	0.000714285714285714	0.00728571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sichuanensis"	0	0.000142857142857143	0.000571428571428571	0.001	0.000571428571428571	0.000428571428571429	0.0104285714285714	0.000285714285714286	0.0411428571428571
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter wuhouensis"	0	0	0.0128571428571429	0.0127142857142857	0.00371428571428571	0.00228571428571429	0	0	0.0221428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.01	0.00242857142857143	0.00357142857142857	0.00714285714285714	0.00614285714285714	0.00528571428571429	0.00257142857142857	0.00514285714285714	0.011
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis"	0.00671428571428571	0.00228571428571429	0.000714285714285714	0.00185714285714286	0.0108571428571429	0.00357142857142857	0.009	0.00957142857142857	0.007
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chengduensis"	0	0.000142857142857143	0.00314285714285714	0.00814285714285714	0.00271428571428571	0.001	0.000142857142857143	0	0.0334285714285714
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis"	0.00657142857142857	0.00171428571428571	0.00271428571428571	0.00571428571428571	0.00457142857142857	0.007	0.00357142857142857	0.00428571428571429	0.005
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.00228571428571429	0.00257142857142857	0.00314285714285714	0.013	0.00342857142857143	0.00228571428571429	0.007	0.00228571428571429	0.00228571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0	0.0324285714285714	0.00157142857142857	0.000285714285714286	0	0.000571428571428571	0.000714285714285714	0	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0.000714285714285714	0.00157142857142857	0.00471428571428571	0.00228571428571429	0.00914285714285714	0.00614285714285714	0.00285714285714286	0.00385714285714286	0.00257142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0.000428571428571429	0.00128571428571429	0.004	0.00314285714285714	0.00742857142857143	0.00771428571428571	0.00157142857142857	0.00357142857142857	0.002
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0.000714285714285714	0.00171428571428571	0.00271428571428571	0.00185714285714286	0.008	0.00642857142857143	0.00142857142857143	0.00385714285714286	0.00142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0.00114285714285714	0.000714285714285714	0.000714285714285714	0.00142857142857143	0.00371428571428571	0.00357142857142857	0.00171428571428571	0.004	0.00942857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.000857142857142857	0.002	0.00142857142857143	0.005	0.00414285714285714	0.00442857142857143	0.00428571428571429	0.00142857142857143	0.00271428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00514285714285714	0.00128571428571429	0.00228571428571429	0.00285714285714286	0.00342857142857143	0.00214285714285714	0.00214285714285714	0.00357142857142857	0.00314285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0.000142857142857143	0.00114285714285714	0.00271428571428571	0.001	0.000285714285714286	0.00742857142857143	0.00357142857142857	0.009
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.000428571428571429	0.000571428571428571	0.000857142857142857	0.00157142857142857	0.00571428571428571	0.00485714285714286	0.00285714285714286	0.00414285714285714	0.004
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.00242857142857143	0.00128571428571429	0.00914285714285714	0.00357142857142857	0.000285714285714286	0.00114285714285714	0.00328571428571429	0.00328571428571429	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.002	0.001	0.006	0.00228571428571429	0.00314285714285714	0.00385714285714286	0.00257142857142857	0.00157142857142857	0.000714285714285714
