"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.407194181037037,0.307658248349764,0.370261887614295,0.302792307645664,0.311873970675461,0.329001929416001,0.270359481882248
"buddy16",0.407194181037037,0,0.438411793531666,0.506215568844426,0.418543384714148,0.469041400070736,0.521819400981455,0.399271816977871
"buddy44",0.307658248349764,0.438411793531666,0,0.24836655948189,0.286143586075236,0.24419861584818,0.367038778150904,0.244771834277069
"buddy46",0.370261887614295,0.506215568844426,0.24836655948189,0,0.325730876107394,0.326683716160385,0.322630203542978,0.362273829705064
"buddy48",0.302792307645664,0.418543384714148,0.286143586075236,0.325730876107394,0,0.287378654423614,0.385128805014438,0.240341446096101
"buddy50",0.311873970675461,0.469041400070736,0.24419861584818,0.326683716160385,0.287378654423614,0,0.341325121960131,0.267596616698145
"buddy56",0.329001929416001,0.521819400981455,0.367038778150904,0.322630203542978,0.385128805014438,0.341325121960131,0,0.374748029389564
"buddy57",0.270359481882248,0.399271816977871,0.244771834277069,0.362273829705064,0.240341446096101,0.267596616698145,0.374748029389564,0
