"","hamlet11","hamlet17","hamlet22","hamlet25","hamlet31","hamlet41","hamlet59","hamlet67"
"hamlet11",0,0.704418480920201,0.681979716252785,0.646591543620597,0.738066078465898,0.69906288856929,0.589125035142508,0.765051151314924
"hamlet17",0.704418480920201,0,0.72092605260019,0.60874333540673,0.625332103124518,0.681921897581062,0.612046444391089,0.585235329402659
"hamlet22",0.681979716252785,0.72092605260019,0,0.709256875728034,0.696510293890109,0.706013689959637,0.67833760896958,0.747745023831539
"hamlet25",0.646591543620597,0.60874333540673,0.709256875728034,0,0.685799305151155,0.682629339338148,0.550601275751496,0.753960698107201
"hamlet31",0.738066078465898,0.625332103124518,0.696510293890109,0.685799305151155,0,0.600657947979176,0.638193492755154,0.716012493923757
"hamlet41",0.69906288856929,0.681921897581062,0.706013689959637,0.682629339338148,0.600657947979176,0,0.632153188597589,0.756339844162369
"hamlet59",0.589125035142508,0.612046444391089,0.67833760896958,0.550601275751496,0.638193492755154,0.632153188597589,0,0.693044351997309
"hamlet67",0.765051151314924,0.585235329402659,0.747745023831539,0.753960698107201,0.716012493923757,0.756339844162369,0.693044351997309,0
