"Taxa"	"charles41"	"charles46"	"charles49"	"charles50"	"charles51"	"charles55"	"charles57"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella hominis"	0.000142857142857143	0.000428571428571429	0	0	0	0	0.00214285714285714
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0	0	0.000571428571428571	0.000285714285714286	0.000857142857142857	0.001	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0	0.000571428571428571	0	0.00128571428571429	0.000428571428571429	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium symbiosum"	0	0	0.002	0.000428571428571429	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.000142857142857143	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.00128571428571429	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0.000142857142857143	0	0	0	0.000142857142857143	0.002	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0.000285714285714286	0	0	0	0	0	0.002
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0.00128571428571429	0	0	0	0	0	0.000857142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla massiliensis"	0	0.000571428571428571	0.000285714285714286	0.000428571428571429	0.000857142857142857	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis"	0	0	0	0	0.00128571428571429	0.000857142857142857	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0	0.000428571428571429	0.000428571428571429	0.000428571428571429	0.000714285714285714	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000142857142857143	0.000714285714285714	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius"	0.000142857142857143	0.000285714285714286	0	0	0	0	0.00157142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0	0.00114285714285714	0	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0.00114285714285714	0	0	0	0.000285714285714286	0.000142857142857143	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis"	0	0	0	0.000428571428571429	0.000714285714285714	0.000714285714285714	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium merdae"	0.000142857142857143	0	0.00114285714285714	0.000142857142857143	0.000428571428571429	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0	0.000428571428571429	0	0.000714285714285714	0.000714285714285714	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris"	0.000142857142857143	0.00128571428571429	0	0	0	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0	0.00185714285714286	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0.001	0	0.000142857142857143	0	0	0	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecichinchillae"	0.00157142857142857	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella xylanolytica"	0	0.000571428571428571	0	0.000285714285714286	0.000857142857142857	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0.000142857142857143	0.000428571428571429	0	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0	0	0.000285714285714286	0.000428571428571429	0.000714285714285714	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis"	0	0.000142857142857143	0	0.000142857142857143	0.000714285714285714	0.000571428571428571	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0	0	0.000428571428571429	0.000714285714285714	0.000142857142857143	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis"	0	0	0	0.00114285714285714	0.000285714285714286	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella tannerae"	0	0.000142857142857143	0	0.000428571428571429	0.000428571428571429	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium transplantifaecale"	0	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000571428571428571	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia producta"	0.000142857142857143	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000285714285714286	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0	0.000571428571428571	0	0	0.000285714285714286	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus colihominis"	0.000428571428571429	0	0.000285714285714286	0.000142857142857143	0.000142857142857143	0.000285714285714286	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes onderdonkii"	0	0	0	0	0	0	0.00114285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0	0.000285714285714286	0	0	0.000142857142857143	0.000142857142857143	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila"	0	0	0.000285714285714286	0.000142857142857143	0.000571428571428571	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oricebi"	0.000142857142857143	0	0	0	0.000428571428571429	0.000571428571428571	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium indicum"	0.000142857142857143	0.000285714285714286	0.000142857142857143	0	0.000571428571428571	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0.000285714285714286	0.000142857142857143	0.000428571428571429	0.000285714285714286	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0	0.000571428571428571	0	0	0.000428571428571429	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0.000142857142857143	0	0	0	0	0	0.001
