"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.286039056038387,0.379447895828434,0.412760583887353,0.370331617647008
"goose22",0.286039056038387,0,0.362303796859816,0.434849703214696,0.328212585640125
"goose37",0.379447895828434,0.362303796859816,0,0.25260540868618,0.324257906262104
"goose42",0.412760583887353,0.434849703214696,0.25260540868618,0,0.374532380968004
"goose44",0.370331617647008,0.328212585640125,0.324257906262104,0.374532380968004,0
