"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.314277541483391,0.252746987369779,0.300682142643884,0.40210397323888,0.263231170058972,0.229303823251209,0.29393933383797
"grogu36",0.314277541483391,0,0.308860814433134,0.149496710972109,0.375972515005472,0.247611238011127,0.238897667071716,0.25581407946783
"grogu37",0.252746987369779,0.308860814433134,0,0.319149040590896,0.341368093568954,0.250122498107153,0.226341379858396,0.306235327488647
"grogu41",0.300682142643884,0.149496710972109,0.319149040590896,0,0.364498882796151,0.201911278040708,0.250810172560011,0.240724666357212
"grogu45",0.40210397323888,0.375972515005472,0.341368093568954,0.364498882796151,0,0.343089810757815,0.358801641360783,0.308056187712103
"grogu50",0.263231170058972,0.247611238011127,0.250122498107153,0.201911278040708,0.343089810757815,0,0.176281636721419,0.259653073809207
"grogu56",0.229303823251209,0.238897667071716,0.226341379858396,0.250810172560011,0.358801641360783,0.176281636721419,0,0.25694471615402
"grogu70",0.29393933383797,0.25581407946783,0.306235327488647,0.240724666357212,0.308056187712103,0.259653073809207,0.25694471615402,0
