"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.291560244919204,0.302662721371991,0.198315664651265,0.304496858741232,0.190744086898628
"henry36",0.291560244919204,0,0.374345129880394,0.293563962829581,0.300748538326056,0.359359655600639
"henry42",0.302662721371991,0.374345129880394,0,0.315747642792789,0.354093245558542,0.286261014184134
"henry48",0.198315664651265,0.293563962829581,0.315747642792789,0,0.210902148777914,0.220246169909019
"henry59",0.304496858741232,0.300748538326056,0.354093245558542,0.210902148777914,0,0.250005351849738
"henry66",0.190744086898628,0.359359655600639,0.286261014184134,0.220246169909019,0.250005351849738,0
