"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.363307513046157,0.188425627704207,0.252946021837757,0.365706326310008,0.268392156429885,0.312589824870407,0.204771223784939
"buddy16",0.363307513046157,0,0.387364974823548,0.28797731407745,0.480836667713271,0.43153958822802,0.463926274685671,0.432890106677285
"buddy44",0.188425627704207,0.387364974823548,0,0.164433994194856,0.22900562245212,0.191395713455908,0.262283764164027,0.066071027504613
"buddy46",0.252946021837757,0.28797731407745,0.164433994194856,0,0.285912117539955,0.29266499693226,0.326580719444418,0.207798645067781
"buddy48",0.365706326310008,0.480836667713271,0.22900562245212,0.285912117539955,0,0.18404288867674,0.159255382054784,0.191232013201452
"buddy50",0.268392156429885,0.43153958822802,0.191395713455908,0.29266499693226,0.18404288867674,0,0.112428003660186,0.169336258507651
"buddy56",0.312589824870407,0.463926274685671,0.262283764164027,0.326580719444418,0.159255382054784,0.112428003660186,0,0.227865467745106
"buddy57",0.204771223784939,0.432890106677285,0.066071027504613,0.207798645067781,0.191232013201452,0.169336258507651,0.227865467745106,0
