"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.157295778389251,0.13224505707229,0.24258914158859,0.153919615521636,0.262533175551811
"henry36",0.157295778389251,0,0.123248849894776,0.17262591517037,0.140429315555977,0.311950327084219
"henry42",0.13224505707229,0.123248849894776,0,0.178451949469021,0.101984419289618,0.298966302265053
"henry48",0.24258914158859,0.17262591517037,0.178451949469021,0,0.190715259273307,0.401918370733248
"henry59",0.153919615521636,0.140429315555977,0.101984419289618,0.190715259273307,0,0.325667637668359
"henry66",0.262533175551811,0.311950327084219,0.298966302265053,0.401918370733248,0.325667637668359,0
